comment_id,original_comment,aspects,sentiments,confidences,aspect_count
4548,bang gue punya a tapi semenjak update os bulan maret kemaren kenapa sering restart ya kinerja ga berat tetiba ngefreeze dan langsung restart buka ig aja tetiba nga restart mei kemarin dapet update os lagi udah diupdate dan masih sering restart cek di twitter samsung banyak yang ngalamin hal sama tau gak bang cara benerin nya gimana,"Performance, Design, Software","positive, positive, neutral","0.990, 0.990, 0.986",3
4549,bang coba deh kamera depanya gue coba buat selfie di cahaya terang kok ada biru nya,"Camera, Design","neutral, neutral","0.989, 0.573",2
4551,smpurna sih untuk harga sgitu bagi gua,Price,positive,0.985,1
4565,kamera depan gimana kuallitasnya,Camera,neutral,0.847,1
4567,bang mai tanya samsung a ad fitur dual view camera nya nggak,Features,neutral,0.994,1
4569,bangp frame kacamata yg ada di video review ini merk mya apa ya kalau boleh taau beserta tipe framenya terimakasih,"Camera, BuildQuality","neutral, neutral","0.969, 0.939",2
4571,bezelnya tebal yaa,BuildQuality,positive,0.796,1
4575,insyallah besok beli,Storage,positive,0.879,1
4579,a masih worth gak bang,Price,positive,0.975,1
4583,ihhh ikut seneng btw kak beneran tahan air kah kaka beli dgn harga brp,Price,neutral,0.986,1
4584,dindayashinta aku beli masih anget angetnya sih jadi ga terlalu bisa di nego dari harga aslinya,Price,neutral,0.976,1
4587,om david untuk merekam video seperti vloging dan buat content yuotube menurut om david mending mana a vs poco x pro saya agak concern sama ois nya mohon bantu jawab terimakasih,Camera,neutral,0.997,1
4591,kalau bahan belakangnya polikarbonat bakal gampang jamuran nggak ya,"BuildQuality, Security","neutral, negative","0.751, 0.976",2
4594,allhamdulilah nonton video ini pakai samsung a,Camera,neutral,0.991,1
4601,ip xs soalnya aku pakek nya cuma batrai menang samsung,Storage,neutral,0.613,1
4604,alhamdulillah sekarang nonton kembali video ini pake samsung a semoga yang lain juga bisa kebeli hp ini,Camera,neutral,0.996,1
4605,skrg harganya berapa bro,Price,neutral,0.968,1
4606,aq beli masih harga yg sama,Price,neutral,0.982,1
4607,mau beli takut yang a g nya bulan kemudian keluar ini fingerprint nya lebih cepat dari a engga bang,"Performance, Security","neutral, neutral","0.597, 0.995",2
4609,samsung s plus dan note terakhir kalinya flagship samsung layar tanpa tompel dan dual kamera depanrekomeded banget buat yg mau beli hp flagship lama second tpi masih bersaingkelemahannya kalau second ya rawan shadow layartapi buat yg ngerti hp ajakalau buat yangg mendang mending pasti pilih yang lain,"Camera, Display, Network","positive, neutral, positive","0.990, 0.996, 0.790",3
4610,nonton video ini pake a menurut q masih seneng pake huawei,Camera,neutral,0.996,1
4613,kekurangan audio ny jelek,Audio,negative,0.998,1
4619,dulu samsung a awal rilis bisa grafik ultra pas perbaruan gk bisa payah,Connectivity,positive,0.558,1
4620,udah lama gk liatin bang david karna pandemi sekarang liat lagi mau ganti hp eh buset udah ada gandengan aja kawal sampe halal,"Connectivity, Features","positive, positive","0.939, 0.939",2
4629,yg fansboy soc exynos mana suara nya,"Audio, Performance","negative, negative","0.702, 0.937",2
4632,ini baru hp ganteng hp ukuran pas ga kegedean ga kekecilan nyaman di genggam spek cukup gahar karena hp mahal layar kepanjangan gue ga suka kesan na kaya talenan buat ngiris cabe,"Display, Price","negative, negative","0.993, 0.808",2
4633,jadi ini gak bisa dua sim card memory card ya,Network,neutral,0.998,1
4635,bg gua kan baru ambil a kok resolusi fps nya kaga ada atau harus di stel lagi apa ya,Display,negative,0.944,1
4636,semoga segera kebeli yaallah pengen bangettt,Performance,positive,0.991,1
4637,gaji juta perbulan tpii buat bli hp seharga jutaan kok sayang ya auto ttp punya hp oppo a s dan samsung a selebihnya uangnya ditabung,Design,neutral,0.994,1
4642,entah knapa barusan mastiin bner gpp nyemplung di air dalam kedalaman meter ga merusak port nya eh di jawabnya gak bisa memastikan wkwk yg ngasi ip samsung tp ga bisa memastikan itu aman aneh ga tuh pegawai samsungnya samsung member online chat seolah ip hanya kebohongan,"Audio, Design","neutral, negative","0.541, 0.524",2
4650,adityakurniawan wadduuhh lumayan juga yaa makan daya nyaa,Battery,positive,0.988,1
4674,gw beli samsung karena water resist nya,Security,neutral,0.984,1
4676,samsung a dan a udah dukung jaringan g gak sih,Network,neutral,0.779,1
4678,masih ada headphone jack perlu dicatat ini,Audio,neutral,0.994,1
4680,harga berapa sekarang,Price,negative,0.526,1
4693,apanya yg awet ka,Performance,positive,0.913,1
4696,audio nya cempreng video ini,"Camera, Audio","positive, positive","0.728, 0.863",2
4703,nonton video sblm bli hpnya nntn video stlah bli hpnya mksih bg infonyajadi tmbah paham dngn hpny,Camera,neutral,0.998,1
4705,bang bikin video komparasi a vs s fe,Camera,neutral,0.996,1
4712,plisss semoga bulan juli harganya dah turun demi apa dahh pengen bangetttt,Price,positive,0.972,1
4719,body belakang udah kaca,BuildQuality,neutral,0.828,1
4725,di harga segitu mending beli iphone xr,Price,negative,0.800,1
4727,mendukung jaringan g gak,Network,neutral,0.586,1
4729,a s juga udh mantep sih cuma kurang di ram aja yg cuma gb wkwk,Storage,negative,0.813,1
4730,setiap orang beli ponsel seluler cewe kamera peforma lainnya cowo kualitas performa kamera,"Camera, Performance, Design","neutral, neutral, positive","0.989, 0.734, 0.544",3
4732,aku baru beli samsung galaxy a tp pas ngecas casannya itu bunyi cesssss gitu kayak bocor gitu itu wajar gak sih ada yg bs jawab gak,Battery,neutral,0.572,1
4734,bang beda nya klas atas sama menengah apa ram sama sama gede kamera sama oke,"Camera, Storage","positive, negative","0.976, 0.985",2
4735,harga berapa bosku,Price,neutral,0.765,1
4736,review kamera,Camera,neutral,0.646,1
4739,bagus ga kamera selfi nya,Camera,positive,0.950,1
4740,kamera selfi nya putih banged gak kak pengennya yang normalnormalaja,"Camera, Design","positive, positive","0.898, 0.584",2
4741,sayangkamu naturalll,"BuildQuality, Design","positive, positive","0.985, 0.985",2
4742,bikin video bakal di motor bakal goyang goyangnya berasa ga si kaa,Camera,neutral,0.995,1
4743,sayangkamu natural bagus banget selfie nya apalagi portrait mode nya,"Camera, BuildQuality, Design","positive, positive, positive","0.998, 0.996, 0.996",3
4749,pertengahan bulan april kmren nonton video ini pake xiaomi redmi s sekarang udah pake samsung a alhamdulillah,Camera,neutral,0.991,1
4750,kameranya bagus gasih,Design,positive,0.996,1
4752,harganya berapa,Price,neutral,0.677,1
4755,kameranya bagus gasih,Design,positive,0.996,1
4757,halo mohon sarannya temen semua saya ada budget max jt untuk hp yang worth it dengan speknya pemakaian cewe no gaming berat sosmed kamera lumayan tp ga perlu dewa kalo bisa hp compact kirakira saya dapat apa ya dr budget segitu yang terworth it samsung a xiaomi redmi note dll,"Camera, Performance, Design, Price","neutral, positive, positive, positive","0.731, 0.602, 0.602, 0.905",4
4759,afifahhalwa hahahaha makasih ya kak sarannya habisnya bingung mau yg mana lihat beda harga lumayan beda di ue aja,Price,positive,0.918,1
4764,a udah ada bawaan antigoresnya belum ya,Network,neutral,0.996,1
4767,muhammadhaikalfikri kapan lagian disini juga belum ada jaringan g,Network,neutral,0.958,1
4768,itu dpt harga brpa kak ini mau beli a tapi pngn a cuma harganya,Price,neutral,0.985,1
4770,gw pecinta serie a selain pas harganya buat sayadesignnya juga simple ga telalu tebal dan gede hehe eh tergantung ukurany sih,"BuildQuality, Price","positive, positive","0.990, 0.993",2
4771,bang kok pas waktu di nyalain hp samsung a kok gak ada logo tulisan samsung galaxy a cuma tulisan samsung galaxy aja tolong bang jawab,Software,neutral,0.940,1
4774,samsung galaxy a terbaik bang saya suka kamera nya jernih buat video mantap,Camera,positive,0.997,1
4784,bang kamera kalo di kasih tamper glass ngaruh ke performa gak sih,"Camera, Performance","neutral, negative","0.963, 0.774",2
4787,baru kemarin liat ini sekarang udah pegang lagi samsung a semoga kalian yang mau hp ini bisa cepat cepat kebeliaminnn,Performance,positive,0.973,1
4790,harga dpt brpa bang udh turun belum si wkwk,Price,neutral,0.975,1
4792,alhamdulillah aku jga udh kebeli semangat buat yg lain mudah an cepat kebeli juga amiin,Performance,positive,0.991,1
4793,menang di tampang sama layar tapi mahal,"Display, Price","negative, negative","0.996, 0.991",2
4796,m udah lamadisusul m m gede dibatere a menang diwater resist,Security,negative,0.498,1
4803,alhmdulilah dlu nonton video ini masih pakek xiomi redmi a dan sekrng udh makai hp ini dan warnanya sama kuncinya sabar dan tetap semngat,Camera,positive,0.622,1
4817,bg beda nya samsung galaxy a dengan samsung galaxy a selain kamera nya pakai ois dan layar apa lagi kalau prosesor gimana bg soal nya sayasiap lebaran ini mau belikan istri saya samsung tersebut bg,"Camera, Display","neutral, neutral","0.997, 0.962",2
4818,kapasitas baterai lebih gede a,Battery,positive,0.478,1
4819,ada user samsung a yang in game mobile legends nya patahpatah padahal ping nya stabil gimana cara fix nya ya,Performance,neutral,0.875,1
4821,gan kl saya specs uda mantepga ada komplain hanya satu saja d desain kamera belakang kok nimbul gt jd kl ditaruh di meja jd ga flat goyang,"Camera, Design","negative, neutral","0.992, 0.959",2
4822,dua bulan pake batere sih yg gak seawet itu dan gw masih ada masalah soal fingerprint yg gak seresponsif oddo atau siomay sisanya standar sih hehe,"Battery, Security","neutral, neutral","0.775, 0.764",2
4823,batre habis berapa persen,Battery,negative,0.647,1
4824,nunggu turun harga,Price,negative,0.958,1
4825,tp syangnya hybrid,Network,positive,0.558,1
4835,rahmatjeff gw saranin jgn mas gw pake a maksain carger wat gw berharap ngecas cepat ehh malah baterai gw ikut rusak,"Performance, Battery","negative, negative","0.915, 0.997",2
4837,saya pake hp jadul samsung m ram suka ngadat kata nya samsung m produck gagal ya,Storage,negative,0.980,1
4840,lopesxlusive harga normal kok,Price,neutral,0.738,1
4842,kalo buat gaming ya f tapi kalo buat kerjaan foto user experience yg baik ya a,"Camera, Performance","neutral, neutral","0.984, 0.942",2
4846,kenapa a batrenya lebih gede dri pada a,Battery,negative,0.650,1
4853,tapi sayang sim card nya bikin sedih,Network,negative,0.997,1
4858,sama m mending mana ya buat mama ini desain bagus sih kekinian tapi m batrenya badak harga sama soalnya,"Battery, Design, Price","positive, positive, neutral","0.695, 0.997, 0.921",3
4859,penting ga sih temper glass buat kamera belakang,Camera,neutral,0.996,1
4867,siapa tuh bang yg sempet kelihatan waktu di resto cepat saji,Performance,neutral,0.733,1
4876,baguss sih tapi mahal bgt punten,Price,negative,0.989,1
4879,samsung lebih good looking cuman kurang satu warna lagi menurut gua buat samsung coba aja ada warna hijau mint gitu pasti gaya anak muda banget dan mungkin jadi lebih laris,Design,positive,0.544,1
4883,bang perbedaan m sama a dong bang,Performance,neutral,0.961,1
4885,yg versi indo udh dipasangin tempered glass dari bawaan pabrik ngg,Network,neutral,0.993,1
4890,hp masa kini muka masa gitu kamera jahat,Camera,negative,0.998,1
4891,desain nya suka bgt tapi dari peforma beda jauh sama f udah lah,Design,positive,0.997,1
4895,padahal nunggu jaringan nya udh g apa blm bg,Network,negative,0.814,1
4898,ini di klik agak susah knpa ya kak lalu ada tulisan talkback aktif susah bgt diluar in y,"Audio, Software","negative, neutral","0.840, 0.593",2
4900,bang atau kwn yg lain mau tanya dong samsung a ini udh support wireless charging blm ya,Battery,neutral,0.996,1
4912,saya udh pake xiaomi dr tahun sebelumnya pake samsung android pertama masuk ke indonesia samsung galaxy udh cobain seri xiaomi berbeda karna penasaran tp tetep ga puas ga tau napa ya akhirnya skrg balik beli samsung galaxy a duuuh emang beda harga ga bisa bohong hihi tp yaaa hp sesuaiin budget ya guys jangan maksa xiaomipoco udh bagus banget untuk harga segitu,"Software, Price","neutral, positive","0.998, 0.993",2
4913,kecapaialhamdulillah krasacapture fto a tajem,Display,neutral,0.994,1
4914,bang kok di kardus nya ga ada tulisan g g sama yg kaya di review orang luar sama pas nyalain nya ga ada tulisan a apa emng gitu ya,Software,negative,0.908,1
4915,yang di indo emang gak g chipsetnya beda,Performance,negative,0.586,1
4916,sinyal nya bagus gk ya inidari a series a a a katanya sinyalnya agak lemah,"Connectivity, Network","negative, negative","0.994, 0.994",2
4917,selama pake samsung dan sekarang pake a gapernah masalah sama sinyal ya sebenernya sinyal tuh lebih bergantung ke lokasi daripada tipe hpnya,"Connectivity, Network","negative, negative","0.950, 0.950",2
4919,pilihan bagus a g water resist lg musim hujan agak worry,"Connectivity, Security","positive, neutral","0.949, 0.936",2
4927,bang itu pke speaker pc merk ap ya,Audio,neutral,0.954,1
4929,tapi gak recommended buat gaming main pubg asli patah patah grafis smooth ultra,Performance,negative,0.997,1
4930,boleh kasih saran utk cowok warna apa yg cocok ya hitam biru ungu putih sarannya donk,Design,positive,0.618,1
4932,puas dan lengkap banget siy syang nya hybrid bang yg ip tp enggak hybrid samsung tipe berapa ya tolong d jawab ya,Network,negative,0.583,1
4937,kelebihan samsung tuner signal selular lebih bagus,"Performance, Design","neutral, neutral","0.928, 0.768",2
4939,ada ga sih yg layar a nya belang alias gelap setengah pertama kali begitu dicoba restart ulang ok balik normal tapi ternyata beberapa hari kemudian layarnya begitu lagi belang gitu,"Display, BuildQuality","negative, negative","0.992, 0.997",2
4941,baru kali ini suka banget sama desain hp samsung bagus bgt moga moga tahun ini dapet hp a v,Design,positive,0.996,1
4944,nonton video ini pake a,Camera,neutral,0.996,1
4946,aku nonton pake tab s e dah th pake tp pengen rab s tp kok harganya mahal banget,Price,negative,0.995,1
4948,samsung a udh support jaringan g blum yh terima kasih,Network,neutral,0.992,1
4950,m menang batre dari a a menang kamera sama fitur selebihnya sama kaya performa meskipun chipsetnya beda tapi performanya sama bagus,"Camera, Battery, Design, Features, Performance","positive, neutral, positive, positive, positive","0.615, 0.760, 0.875, 0.627, 0.964",5
4951,perlu pake screen protector gak u pake jg pak bro screen protector,Display,neutral,0.989,1
4952,deskripsi video nya selamat basah basahan david sudah berkembangv,Camera,neutral,0.668,1
4955,matikan update software otomatisnya jgn update sndiri pke wifi klo hp mau pnjang umurmngehidari resiko bug,"Network, Connectivity, Software","neutral, neutral, negative","0.994, 0.994, 0.663",3
4956,rimanurbaeti eh gitu ya baru tau jadi kalau mau update sendiri gtu gk pake otomatis,Software,neutral,0.615,1
4958,tempered glass nya udh included,Network,neutral,0.762,1
4959,killlzhott yaps uddah terpasang,"BuildQuality, Design","positive, positive","0.817, 0.817",2
4961,akhirnyaa samsung kembali ke jalan yang benar samsung seri a nya kembali menawarkan value for money sebelum nya kan cuma samsung seri m sama flagship nya yang value for money dan saya seneng samsung seri a bisa value for money karena harganya yang tidak terlalu tinggi dan bisa dibeli secara offline dan karena hal itu jadi favorit banyak orang yang pengen hp samsung kecuali samsung jutaan terbaru a masih belum bisa menawarkan price to performance yang bagus kalau seri m kurang favorit banyak orang walaupun harga nya gak terlalu tinggi tapi hanya bisa beli online dan iklan nya kurang banyak jadi banyak juga yang kurang yakin dengan samsung seri m,Price,positive,0.989,1
4964,serie a batre nya turun jd mah a mah pdhl,Battery,neutral,0.977,1
4966,buat yang belum beli a ini ada baiknya coba dulu di konter hp untuk keakuratan warnanya terutama hijau bang saya barusan beli untuk warna meleset jauh bang apalagi hijau jadi kearah biru gitu cool banget terus saya coba pakek sofware kamera yang ada di googleplay tetep juga apa ini dari software atau hardwarenya ya bang gimana solusinya terimakasih,"Camera, Design, Software","neutral, neutral, neutral","0.993, 0.997, 0.972",3
